id_protein	id_analysis	type
NP_461500.1	SSF55326	HOMOLOGOUS_SUPERFAMILY
NP_461500.1	SSF109736	NULL_TYPE
NP_463023.1	G3DSA:1.10.274.100:FF:000002	NULL_TYPE
NP_463023.1	PF04983	DOMAIN
NP_463023.1	G3DSA:1.10.132.30:FF:000003	NULL_TYPE
NP_463023.1	G3DSA:1.10.150.390:FF:000002	NULL_TYPE
NP_463023.1	PF04998	DOMAIN
NP_463023.1	G3DSA:2.40.50.100:FF:000016	NULL_TYPE
NP_463023.1	G3DSA:2.40.50.100:FF:000019	NULL_TYPE
NP_463023.1	G3DSA:1.10.40.90:FF:000001	NULL_TYPE
NP_463023.1	PF05000	DOMAIN
NP_463023.1	PF00623	DOMAIN
NP_463023.1	PF04997	DOMAIN
NP_463023.1	G3DSA:4.10.860.120:FF:000001	NULL_TYPE
NP_463023.1	G3DSA:2.40.50.100:FF:000012	NULL_TYPE
NP_463023.1	PTHR19376	FAMILY
NP_463023.1	cd01609	NULL_TYPE
NP_463023.1	cd02655	NULL_TYPE
NP_463023.1	SSF64484	NULL_TYPE
NP_459964.1	PF01636	DOMAIN
NP_459964.1	SSF56112	HOMOLOGOUS_SUPERFAMILY
NP_460292.1	PF00294	DOMAIN
NP_460292.1	G3DSA:3.40.1190.20:FF:000001	NULL_TYPE
NP_460292.1	PTHR46566	NULL_TYPE
NP_460292.1	cd01164	FAMILY
NP_460292.1	SSF53613	HOMOLOGOUS_SUPERFAMILY
NP_460540.1	PF02567	FAMILY
NP_460540.1	PTHR13774	FAMILY
NP_460540.1	SSF54506	NULL_TYPE
NP_461056.1	G3DSA:3.90.550.10:FF:000093	NULL_TYPE
NP_461056.1	PF00535	DOMAIN
NP_461056.1	PTHR43685	NULL_TYPE
NP_461056.1	cd06433	NULL_TYPE
NP_461056.1	SSF53448	HOMOLOGOUS_SUPERFAMILY
NP_462469.1	PF04545	DOMAIN
NP_462469.1	PF04542	DOMAIN
NP_462469.1	G3DSA:1.20.120.1810:FF:000001	NULL_TYPE
NP_462469.1	G3DSA:1.10.10.10:FF:000285	NULL_TYPE
NP_462469.1	G3DSA:1.20.140.160:FF:000002	NULL_TYPE
NP_462469.1	PTHR30376	NULL_TYPE
NP_462469.1	cd06171	NULL_TYPE
NP_462469.1	SSF88659	HOMOLOGOUS_SUPERFAMILY
NP_462469.1	SSF88946	HOMOLOGOUS_SUPERFAMILY
NP_459980.1	PF00589	DOMAIN
NP_459980.1	PF12167	DOMAIN
NP_459980.1	PTHR30629	NULL_TYPE
NP_459980.1	cd01189	NULL_TYPE
NP_459980.1	SSF56349	HOMOLOGOUS_SUPERFAMILY
NP_459889.3	PF00574	FAMILY
NP_459889.3	PF10124	DOMAIN
NP_459889.3	PTHR10381	FAMILY
NP_459889.3	cd07016	NULL_TYPE
NP_459889.3	SSF52096	HOMOLOGOUS_SUPERFAMILY
NP_461181.1	PF07693	DOMAIN
NP_461181.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_462514.1	PF00675	DOMAIN
NP_462514.1	PF05193	DOMAIN
NP_462514.1	PTHR43690	NULL_TYPE
NP_462514.1	SSF63411	HOMOLOGOUS_SUPERFAMILY
NP_462514.1	SSF63411	HOMOLOGOUS_SUPERFAMILY
NP_463227.1	G3DSA:1.10.300.10:FF:000001	NULL_TYPE
NP_463227.1	G3DSA:3.90.170.10:FF:000001	NULL_TYPE
NP_463227.1	PF00709	FAMILY
NP_463227.1	PTHR11846	FAMILY
NP_463227.1	cd03108	FAMILY
NP_463227.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_461749.1	G3DSA:1.10.10.10:FF:000134	NULL_TYPE
NP_461749.1	G3DSA:1.10.10.10:FF:000133	NULL_TYPE
NP_461749.1	PF02631	FAMILY
NP_461749.1	PTHR33602	FAMILY
NP_459820.1	G3DSA:3.20.70.20:FF:000008	NULL_TYPE
NP_459820.1	PF02901	DOMAIN
NP_459820.1	PF01228	DOMAIN
NP_459820.1	PTHR43641	NULL_TYPE
NP_459820.1	cd01677	NULL_TYPE
NP_459820.1	SSF51998	NULL_TYPE
NP_460619.3	PF00027	DOMAIN
NP_460619.3	G3DSA:1.10.10.10:FF:000028	NULL_TYPE
NP_460619.3	G3DSA:2.60.120.10:FF:000004	NULL_TYPE
NP_460619.3	PF00325	DOMAIN
NP_460619.3	PTHR24567	NULL_TYPE
NP_460619.3	cd00092	NULL_TYPE
NP_460619.3	cd00038	DOMAIN
NP_460619.3	SSF51206	HOMOLOGOUS_SUPERFAMILY
NP_460619.3	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_462018.1	PF02594	FAMILY
NP_462018.1	PTHR13420	FAMILY
NP_462018.1	SSF69786	HOMOLOGOUS_SUPERFAMILY
NP_461079.1	PF13226	DOMAIN
NP_461851.1	G3DSA:3.90.550.10:FF:000003	NULL_TYPE
NP_461851.1	PF01128	FAMILY
NP_461851.1	PTHR32125	NULL_TYPE
NP_461851.1	cd02516	FAMILY
NP_461851.1	SSF53448	HOMOLOGOUS_SUPERFAMILY
NP_463093.1	PF14785	DOMAIN
NP_463093.1	G3DSA:2.40.430.10:FF:000001	NULL_TYPE
NP_463093.1	G3DSA:1.20.58.370:FF:000001	NULL_TYPE
NP_463093.1	PF00528	DOMAIN
NP_463093.1	G3DSA:1.10.3720.10:FF:000030	NULL_TYPE
NP_463093.1	PTHR47314	NULL_TYPE
NP_463093.1	cd06261	DOMAIN
NP_463093.1	SSF161098	HOMOLOGOUS_SUPERFAMILY
NP_463093.1	SSF160964	NULL_TYPE
NP_460141.1	PF03023	FAMILY
NP_460141.1	PTHR47019	NULL_TYPE
NP_460141.1	cd13123	FAMILY
NP_461835.1	PF01370	DOMAIN
NP_461835.1	PTHR43103	NULL_TYPE
NP_461835.1	cd05238	NULL_TYPE
NP_461835.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_462776.1	PF03590	FAMILY
NP_462776.1	G3DSA:3.30.930.10:FF:000025	NULL_TYPE
NP_462776.1	PTHR30073	FAMILY
NP_462776.1	cd00645	FAMILY
NP_462776.1	SSF55681	HOMOLOGOUS_SUPERFAMILY
NP_462929.1	PF02311	DOMAIN
NP_462929.1	PF12833	DOMAIN
NP_462929.1	PTHR46796	NULL_TYPE
NP_462929.1	cd06977	DOMAIN
NP_462929.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_462929.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_462929.1	SSF51215	HOMOLOGOUS_SUPERFAMILY
NP_460025.1	PF02413	FAMILY
NP_460025.1	PTHR34413	NULL_TYPE
NP_463193.1	PF00166	FAMILY
NP_463193.1	G3DSA:2.30.33.40:FF:000001	NULL_TYPE
NP_463193.1	PTHR10772	FAMILY
NP_463193.1	cd00320	FAMILY
NP_463193.1	SSF50129	HOMOLOGOUS_SUPERFAMILY
NP_462630.3	G3DSA:3.40.50.10300:FF:000001	NULL_TYPE
NP_462630.3	PF02441	DOMAIN
NP_462630.3	G3DSA:3.40.50.1950:FF:000002	NULL_TYPE
NP_462630.3	PF04127	DOMAIN
NP_462630.3	PTHR14359	NULL_TYPE
NP_462630.3	SSF52507	HOMOLOGOUS_SUPERFAMILY
NP_462630.3	SSF102645	HOMOLOGOUS_SUPERFAMILY
NP_461397.1	PF14450	NULL_TYPE
NP_461397.1	PTHR32432	NULL_TYPE
NP_461397.1	cd00012	NULL_TYPE
NP_461397.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
NP_461397.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
NP_461934.1	G3DSA:3.40.50.720:FF:000081	NULL_TYPE
NP_461934.1	PF13561	NULL_TYPE
NP_461934.1	PTHR42760	NULL_TYPE
NP_461934.1	cd05347	NULL_TYPE
NP_461934.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_462638.1	PF03458	DOMAIN
NP_462638.1	PTHR30506	NULL_TYPE
NP_459978.1	PF01235	FAMILY
NP_459978.1	PTHR30330	FAMILY
NP_459942.1	PF04976	FAMILY
NP_459942.1	PTHR38095	FAMILY
NP_460285.1	PF10729	FAMILY
NP_461168.1	PF01386	FAMILY
NP_461168.1	G3DSA:2.40.240.10:FF:000002	NULL_TYPE
NP_461168.1	PTHR33284	NULL_TYPE
NP_461168.1	cd00495	FAMILY
NP_461168.1	SSF50715	HOMOLOGOUS_SUPERFAMILY
NP_462451.1	PF02126	FAMILY
NP_462451.1	PTHR10819	FAMILY
NP_462451.1	cd00530	FAMILY
NP_462451.1	SSF51556	HOMOLOGOUS_SUPERFAMILY
NP_463146.1	PF16327	DOMAIN
NP_463146.1	G3DSA:1.10.8.640:FF:000001	NULL_TYPE
NP_463146.1	PF03918	FAMILY
NP_463146.1	PF01578	DOMAIN
NP_463146.1	PTHR43653	FAMILY
NP_463146.1	cd16378	NULL_TYPE
NP_462746.1	PF07690	FAMILY
NP_462746.1	G3DSA:1.20.1720.10:FF:000003	NULL_TYPE
NP_462746.1	PTHR23502	NULL_TYPE
NP_462746.1	cd17320	NULL_TYPE
NP_462746.1	SSF103473	HOMOLOGOUS_SUPERFAMILY
NP_461288.1	PF00293	DOMAIN
NP_461288.1	G3DSA:3.90.79.10:FF:000007	NULL_TYPE
NP_461288.1	PTHR10885	NULL_TYPE
NP_461288.1	cd04697	NULL_TYPE
NP_461288.1	SSF55811	HOMOLOGOUS_SUPERFAMILY
NP_459261.1	G3DSA:3.30.420.10:FF:000008	NULL_TYPE
NP_459261.1	PF00075	DOMAIN
NP_459261.1	PTHR10642	NULL_TYPE
NP_459261.1	cd09278	FAMILY
NP_459261.1	SSF53098	HOMOLOGOUS_SUPERFAMILY
NP_459083.1	PTHR43082	FAMILY
NP_459083.1	SSF54862	NULL_TYPE
NP_463094.3	PF01547	FAMILY
NP_463094.3	PTHR30061	NULL_TYPE
NP_463094.3	cd13656	NULL_TYPE
NP_463094.3	SSF53850	NULL_TYPE
NP_463030.1	PF02597	FAMILY
NP_463030.1	PTHR34472	FAMILY
NP_463030.1	cd00565	NULL_TYPE
NP_463030.1	SSF54285	HOMOLOGOUS_SUPERFAMILY
NP_461526.1	PF06805	FAMILY
NP_460485.1	PF04960	FAMILY
NP_460485.1	G3DSA:3.40.710.10:FF:000005	NULL_TYPE
NP_460485.1	PTHR12544	FAMILY
NP_460485.1	SSF56601	HOMOLOGOUS_SUPERFAMILY
NP_462570.1	PF16154	FAMILY
NP_462570.1	SSF51658	HOMOLOGOUS_SUPERFAMILY
NP_460504.1	PF10142	FAMILY
NP_460504.1	PTHR31497	FAMILY
NP_460504.1	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_462366.3	PF06794	FAMILY
NP_462366.3	SSF118001	HOMOLOGOUS_SUPERFAMILY
NP_459334.1	G3DSA:2.60.40.10:FF:000458	NULL_TYPE
NP_459334.1	PF02753	DOMAIN
NP_459334.1	PF00345	DOMAIN
NP_459334.1	PTHR30251	NULL_TYPE
NP_459334.1	SSF49584	HOMOLOGOUS_SUPERFAMILY
NP_459334.1	SSF49354	HOMOLOGOUS_SUPERFAMILY
NP_460132.3	PF13991	FAMILY
NP_463119.1	G3DSA:1.10.8.280:FF:000001	NULL_TYPE
NP_463119.1	G3DSA:1.20.1580.10:FF:000003	NULL_TYPE
NP_463119.1	PF00005	DOMAIN
NP_463119.1	G3DSA:1.20.1580.10:FF:000002	NULL_TYPE
NP_463119.1	G3DSA:3.30.190.20:FF:000003	NULL_TYPE
NP_463119.1	PF17760	DOMAIN
NP_463119.1	PF17755	DOMAIN
NP_463119.1	PTHR43152	NULL_TYPE
NP_463119.1	cd03271	NULL_TYPE
NP_463119.1	cd03270	NULL_TYPE
NP_463119.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_463119.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_461457.1	G3DSA:3.30.930.10:FF:000005	NULL_TYPE
NP_461457.1	PF03129	DOMAIN
NP_461457.1	PF13393	DOMAIN
NP_461457.1	G3DSA:3.40.50.800:FF:000007	NULL_TYPE
NP_461457.1	PTHR43707	FAMILY
NP_461457.1	cd00773	DOMAIN
NP_461457.1	cd00859	DOMAIN
NP_461457.1	SSF52954	NULL_TYPE
NP_461457.1	SSF55681	HOMOLOGOUS_SUPERFAMILY
NP_459670.1	G3DSA:2.70.70.10:FF:000001	NULL_TYPE
NP_459670.1	PF02378	DOMAIN
NP_459670.1	G3DSA:3.30.1360.60:FF:000001	NULL_TYPE
NP_459670.1	PF00367	CONSERVED_SITE
NP_459670.1	PF00358	DOMAIN
NP_459670.1	PTHR30009	NULL_TYPE
NP_459670.1	cd00212	CONSERVED_SITE
NP_459670.1	cd00210	NULL_TYPE
NP_459670.1	SSF55604	HOMOLOGOUS_SUPERFAMILY
NP_459670.1	SSF51261	HOMOLOGOUS_SUPERFAMILY
NP_459797.1	PF00440	DOMAIN
NP_459797.1	PF09209	DOMAIN
NP_459797.1	PTHR30055	NULL_TYPE
NP_459797.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_459797.1	SSF48498	HOMOLOGOUS_SUPERFAMILY
NP_461702.1	PF11806	DOMAIN
NP_461702.1	PF00756	FAMILY
NP_461702.1	PTHR48098	NULL_TYPE
NP_461702.1	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_461702.1	SSF81296	HOMOLOGOUS_SUPERFAMILY
NP_462996.1	PF02302	DOMAIN
NP_462996.1	PTHR30505	NULL_TYPE
NP_462996.1	cd05569	DOMAIN
NP_462996.1	SSF52794	HOMOLOGOUS_SUPERFAMILY
NP_461605.1	G3DSA:2.30.30.240:FF:000001	NULL_TYPE
NP_461605.1	PF05239	DOMAIN
NP_461605.1	G3DSA:2.40.30.60:FF:000001	NULL_TYPE
NP_461605.1	PF01782	DOMAIN
NP_461605.1	PTHR33692	FAMILY
NP_461605.1	SSF50346	HOMOLOGOUS_SUPERFAMILY
NP_461605.1	SSF50447	HOMOLOGOUS_SUPERFAMILY
NP_463421.1	PF13353	NULL_TYPE
NP_463421.1	PF04055	DOMAIN
NP_463421.1	PTHR30352	FAMILY
NP_463421.1	cd01335	NULL_TYPE
NP_463421.1	SSF54862	NULL_TYPE
NP_463421.1	SSF102114	NULL_TYPE
NP_460063.1	PF07824	FAMILY
NP_460063.1	cd17022	FAMILY
NP_460063.1	SSF69635	NULL_TYPE
NP_462733.1	PF13378	DOMAIN
NP_462733.1	PF02746	DOMAIN
NP_462733.1	PTHR48080	FAMILY
NP_462733.1	cd03316	NULL_TYPE
NP_462733.1	SSF54826	HOMOLOGOUS_SUPERFAMILY
NP_462733.1	SSF51604	HOMOLOGOUS_SUPERFAMILY
NP_460116.1	PF10610	FAMILY
NP_459626.1	G3DSA:1.10.10.10:FF:000181	NULL_TYPE
NP_459626.1	PF00126	DOMAIN
NP_459626.1	PF03466	DOMAIN
NP_459626.1	PTHR30118	NULL_TYPE
NP_459626.1	SSF53850	NULL_TYPE
NP_459626.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_461836.1	G3DSA:3.20.20.150:FF:000007	NULL_TYPE
NP_461836.1	PF01261	DOMAIN
NP_461836.1	PTHR43489	NULL_TYPE
NP_461836.1	SSF51658	HOMOLOGOUS_SUPERFAMILY
NP_460048.1	PF03733	DOMAIN
NP_460048.1	PTHR42903	NULL_TYPE
NP_461742.1	PF16966	FAMILY
NP_461742.1	PF11471	DOMAIN
NP_461742.1	SSF56935	NULL_TYPE
NP_460678.1	G3DSA:3.30.70.580:FF:000009	NULL_TYPE
NP_460678.1	G3DSA:3.30.2350.10:FF:000002	NULL_TYPE
NP_460678.1	G3DSA:3.10.290.10:FF:000003	NULL_TYPE
NP_460678.1	PF00849	DOMAIN
NP_460678.1	PF01479	DOMAIN
NP_460678.1	G3DSA:3.30.70.1560:FF:000001	NULL_TYPE
NP_460678.1	PTHR47683	NULL_TYPE
NP_460678.1	cd00165	NULL_TYPE
NP_460678.1	cd02556	NULL_TYPE
NP_460678.1	SSF55174	NULL_TYPE
NP_460678.1	SSF55120	HOMOLOGOUS_SUPERFAMILY
NP_462846.1	G3DSA:3.40.50.1820:FF:000020	NULL_TYPE
NP_462846.1	PF12146	DOMAIN
NP_462846.1	PTHR11614	NULL_TYPE
NP_462846.1	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_461396.1	PF00465	DOMAIN
NP_461396.1	G3DSA:1.20.1090.10:FF:000001	NULL_TYPE
NP_461396.1	G3DSA:3.40.50.1970:FF:000014	NULL_TYPE
NP_461396.1	PTHR11496	FAMILY
NP_461396.1	cd08551	NULL_TYPE
NP_461396.1	SSF56796	NULL_TYPE
NP_462741.1	PF01809	FAMILY
NP_462741.1	PTHR33383	FAMILY
NP_462460.1	PF02604	FAMILY
NP_462460.1	G3DSA:3.40.1620.10:FF:000003	NULL_TYPE
NP_462460.1	PTHR33713	NULL_TYPE
NP_462460.1	SSF143120	HOMOLOGOUS_SUPERFAMILY
NP_461629.1	PF04984	DOMAIN
NP_461629.1	PF17482	DOMAIN
NP_461629.1	PTHR35861	NULL_TYPE
NP_459081.1	PF00766	DOMAIN
NP_459081.1	PF01012	DOMAIN
NP_459081.1	G3DSA:3.40.50.1220:FF:000004	NULL_TYPE
NP_459081.1	G3DSA:3.40.50.620:FF:000067	NULL_TYPE
NP_459081.1	PTHR43153	FAMILY
NP_459081.1	SSF52467	HOMOLOGOUS_SUPERFAMILY
NP_459081.1	SSF52402	NULL_TYPE
NP_460081.1	PF12833	DOMAIN
NP_460081.1	PF07883	DOMAIN
NP_460081.1	PTHR43280	NULL_TYPE
NP_460081.1	cd06999	DOMAIN
NP_460081.1	SSF51182	HOMOLOGOUS_SUPERFAMILY
NP_460081.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_462934.1	PF04290	FAMILY
NP_462934.1	PTHR35011	FAMILY
NP_459069.1	G3DSA:3.30.360.10:FF:000004	NULL_TYPE
NP_459069.1	PF01113	DOMAIN
NP_459069.1	PF05173	DOMAIN
NP_459069.1	G3DSA:3.40.50.720:FF:000048	NULL_TYPE
NP_459069.1	PTHR20836	FAMILY
NP_459069.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_459069.1	SSF55347	NULL_TYPE
NP_459901.1	G3DSA:2.60.40.200:FF:000002	NULL_TYPE
NP_459901.1	PF00080	DOMAIN
NP_459901.1	PTHR10003	FAMILY
NP_459901.1	cd00305	DOMAIN
NP_459901.1	SSF49329	HOMOLOGOUS_SUPERFAMILY
NP_462203.1	PF09234	FAMILY
NP_462203.1	SSF103032	HOMOLOGOUS_SUPERFAMILY
NP_461321.3	PF01266	DOMAIN
NP_461321.3	G3DSA:3.40.50.150:FF:000107	NULL_TYPE
NP_461321.3	PF05430	DOMAIN
NP_461321.3	PTHR13847	NULL_TYPE
NP_461321.3	SSF51905	HOMOLOGOUS_SUPERFAMILY
NP_460447.1	PF03466	DOMAIN
NP_460447.1	PF00126	DOMAIN
NP_460447.1	G3DSA:1.10.10.10:FF:000001	NULL_TYPE
NP_460447.1	PTHR30346	NULL_TYPE
NP_460447.1	cd08414	NULL_TYPE
NP_460447.1	SSF53850	NULL_TYPE
NP_460447.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_462185.1	PF13508	DOMAIN
NP_462185.1	G3DSA:3.40.630.30:FF:000008	NULL_TYPE
NP_462185.1	cd04301	NULL_TYPE
NP_462185.1	SSF55729	HOMOLOGOUS_SUPERFAMILY
NP_459258.1	PF01476	DOMAIN
NP_459258.1	G3DSA:3.10.350.10:FF:000004	NULL_TYPE
NP_459258.1	G3DSA:3.10.350.10:FF:000003	NULL_TYPE
NP_459258.1	PF01464	DOMAIN
NP_459258.1	G3DSA:1.10.530.10:FF:000004	NULL_TYPE
NP_459258.1	PTHR33734	NULL_TYPE
NP_459258.1	cd00118	DOMAIN
NP_459258.1	cd16894	NULL_TYPE
NP_459258.1	cd00118	DOMAIN
NP_459258.1	SSF54106	HOMOLOGOUS_SUPERFAMILY
NP_459258.1	SSF54106	HOMOLOGOUS_SUPERFAMILY
NP_459258.1	SSF53955	HOMOLOGOUS_SUPERFAMILY
NP_461052.3	PF00293	DOMAIN
NP_461052.3	PTHR43046	NULL_TYPE
NP_461052.3	cd03430	FAMILY
NP_461052.3	SSF55811	HOMOLOGOUS_SUPERFAMILY
NP_462183.1	SSF50475	NULL_TYPE
NP_463034.1	G3DSA:1.20.120.1370:FF:000001	NULL_TYPE
NP_463034.1	PF04353	FAMILY
NP_461257.1	PF00092	DOMAIN
NP_461257.1	PF12034	DOMAIN
NP_461257.1	PF12450	DOMAIN
NP_461257.1	PTHR10166	NULL_TYPE
NP_461257.1	cd01465	NULL_TYPE
NP_461257.1	SSF53300	HOMOLOGOUS_SUPERFAMILY
NP_462983.1	PF00924	FAMILY
NP_462983.1	PF05552	REPEAT
NP_462983.1	PTHR30221	FAMILY
NP_462983.1	SSF82689	HOMOLOGOUS_SUPERFAMILY
NP_462983.1	SSF50182	HOMOLOGOUS_SUPERFAMILY
NP_462983.1	SSF82861	HOMOLOGOUS_SUPERFAMILY
NP_462743.1	PF12631	DOMAIN
NP_462743.1	G3DSA:3.30.1360.120:FF:000001	NULL_TYPE
NP_462743.1	PF10396	DOMAIN
NP_462743.1	PF01926	DOMAIN
NP_462743.1	G3DSA:3.40.50.300:FF:000249	NULL_TYPE
NP_462743.1	PTHR42714	NULL_TYPE
NP_462743.1	cd14858	DOMAIN
NP_462743.1	cd04164	DOMAIN
NP_462743.1	SSF116878	NULL_TYPE
NP_462743.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_462558.1	PF01757	DOMAIN
NP_462558.1	PTHR40074	NULL_TYPE
NP_462433.1	PF00701	FAMILY
NP_462433.1	PTHR12128	FAMILY
NP_462433.1	cd00408	NULL_TYPE
NP_462433.1	SSF51569	NULL_TYPE
YP_009333614.1	PF07110	DOMAIN
YP_009333614.1	SSF54909	HOMOLOGOUS_SUPERFAMILY
NP_459208.1	G3DSA:1.10.3080.10:FF:000005	NULL_TYPE
NP_459208.1	PF00654	FAMILY
NP_459208.1	PTHR45711	NULL_TYPE
NP_459208.1	cd01031	NULL_TYPE
NP_459208.1	SSF81340	HOMOLOGOUS_SUPERFAMILY
NP_459238.1	G3DSA:3.30.20.10:FF:000003	NULL_TYPE
NP_459238.1	PF18911	NULL_TYPE
NP_459238.1	PF00182	DOMAIN
NP_459238.1	PTHR22595	NULL_TYPE
NP_459238.1	cd00325	NULL_TYPE
NP_459238.1	cd00146	NULL_TYPE
NP_459238.1	SSF53955	HOMOLOGOUS_SUPERFAMILY
NP_459238.1	SSF49299	HOMOLOGOUS_SUPERFAMILY
NP_461476.1	G3DSA:2.60.300.12:FF:000001	NULL_TYPE
NP_461476.1	PF01521	DOMAIN
NP_461476.1	PTHR10072	NULL_TYPE
NP_461476.1	SSF89360	HOMOLOGOUS_SUPERFAMILY
NP_459512.1	G3DSA:3.40.50.970:FF:000026	NULL_TYPE
NP_459512.1	PF02776	DOMAIN
NP_459512.1	PF00205	DOMAIN
NP_459512.1	G3DSA:3.40.50.1220:FF:000008	NULL_TYPE
NP_459512.1	PF02775	DOMAIN
NP_459512.1	G3DSA:3.40.50.970:FF:000007	NULL_TYPE
NP_459512.1	PTHR18968	FAMILY
NP_459512.1	cd07035	NULL_TYPE
NP_459512.1	cd02006	DOMAIN
NP_459512.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_459512.1	SSF52467	HOMOLOGOUS_SUPERFAMILY
NP_459512.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_461470.3	PF07179	DOMAIN
NP_461470.3	PF14581	DOMAIN
NP_463125.1	PF13437	NULL_TYPE
NP_463125.1	PTHR30386	NULL_TYPE
NP_460469.1	PF14001	FAMILY
NP_462110.1	G3DSA:3.90.870.10:FF:000002	NULL_TYPE
NP_462110.1	PF00926	FAMILY
NP_462110.1	PTHR21327	NULL_TYPE
NP_462110.1	SSF55821	HOMOLOGOUS_SUPERFAMILY
NP_462147.1	G3DSA:3.40.30.10:FF:000058	NULL_TYPE
NP_462147.1	PF13409	DOMAIN
NP_462147.1	G3DSA:1.20.1050.10:FF:000019	NULL_TYPE
NP_462147.1	PF13410	NULL_TYPE
NP_462147.1	PTHR32419	FAMILY
NP_462147.1	cd03190	DOMAIN
NP_462147.1	SSF47616	HOMOLOGOUS_SUPERFAMILY
NP_462147.1	SSF52833	HOMOLOGOUS_SUPERFAMILY
NP_461287.1	PF13377	DOMAIN
NP_461287.1	PF00356	DOMAIN
NP_461287.1	PTHR30146	NULL_TYPE
NP_461287.1	cd01575	NULL_TYPE
NP_461287.1	cd01392	DOMAIN
NP_461287.1	SSF47413	HOMOLOGOUS_SUPERFAMILY
NP_461287.1	SSF53822	HOMOLOGOUS_SUPERFAMILY
NP_461375.1	G3DSA:3.40.50.1100:FF:000003	NULL_TYPE
NP_461375.1	G3DSA:3.40.50.1100:FF:000029	NULL_TYPE
NP_461375.1	PF00291	DOMAIN
NP_461375.1	PTHR10314	NULL_TYPE
NP_461375.1	cd01561	NULL_TYPE
NP_461375.1	SSF53686	HOMOLOGOUS_SUPERFAMILY
NP_460260.1	PF17763	DOMAIN
NP_460260.1	G3DSA:3.40.50.40:FF:000001	NULL_TYPE
NP_460260.1	G3DSA:3.40.50.1170:FF:000002	NULL_TYPE
NP_460260.1	PF00710	DOMAIN
NP_460260.1	PTHR11707	NULL_TYPE
NP_460260.1	cd08963	FAMILY
NP_460260.1	SSF53774	HOMOLOGOUS_SUPERFAMILY
NP_490567.1	PF03743	FAMILY
NP_490567.1	cd16430	NULL_TYPE
NP_461427.1	PF02595	FAMILY
NP_461427.1	PTHR21599	FAMILY
NP_461427.1	SSF110738	HOMOLOGOUS_SUPERFAMILY
NP_462073.1	PF02472	FAMILY
NP_462073.1	G3DSA:3.30.420.270:FF:000002	NULL_TYPE
NP_462073.1	PTHR30558	FAMILY
NP_463105.1	PF05532	DOMAIN
NP_463105.1	G3DSA:1.10.1470.10:FF:000001	NULL_TYPE
NP_463105.1	PTHR34977	NULL_TYPE
NP_463105.1	SSF69047	HOMOLOGOUS_SUPERFAMILY
NP_459192.1	G3DSA:2.40.50.580:FF:000001	NULL_TYPE
NP_459192.1	G3DSA:3.40.1350.60:FF:000001	NULL_TYPE
NP_459192.1	PF17746	DOMAIN
NP_459192.1	PF03749	DOMAIN
NP_459192.1	PTHR30545	FAMILY
NP_459192.1	cd22359	FAMILY
NP_460205.1	PF00293	DOMAIN
NP_460205.1	PTHR43222	NULL_TYPE
NP_460205.1	cd03675	FAMILY
NP_460205.1	SSF55811	HOMOLOGOUS_SUPERFAMILY
NP_460232.1	PF13411	DOMAIN
NP_460232.1	PTHR30204	FAMILY
NP_460232.1	cd00592	NULL_TYPE
NP_460232.1	SSF46955	HOMOLOGOUS_SUPERFAMILY
NP_459563.1	PF00874	DOMAIN
NP_459563.1	PF00158	DOMAIN
NP_459563.1	PTHR32071	NULL_TYPE
NP_459563.1	cd00006	DOMAIN
NP_459563.1	cd00009	NULL_TYPE
NP_459563.1	SSF63520	HOMOLOGOUS_SUPERFAMILY
NP_459563.1	SSF53062	HOMOLOGOUS_SUPERFAMILY
NP_459563.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_462730.1	G3DSA:1.10.10.10:FF:000152	NULL_TYPE
NP_462730.1	PF07729	DOMAIN
NP_462730.1	G3DSA:1.20.120.530:FF:000004	NULL_TYPE
NP_462730.1	PF00392	DOMAIN
NP_462730.1	PTHR43537	NULL_TYPE
NP_462730.1	cd07377	DOMAIN
NP_462730.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_462730.1	SSF48008	HOMOLOGOUS_SUPERFAMILY
NP_462790.1	PF01078	DOMAIN
