id_protein	id_analysis	type
NP_214817.1	PF00106	FAMILY
NP_214817.1	PTHR24320	NULL_TYPE
NP_214817.1	cd09810	NULL_TYPE
NP_214817.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_214995.1	PF10698	FAMILY
NP_217875.1	PF06769	FAMILY
NP_217875.1	PTHR38039	FAMILY
NP_217875.1	SSF143011	HOMOLOGOUS_SUPERFAMILY
NP_214697.2	PF12146	DOMAIN
NP_214697.2	G3DSA:3.40.50.1820:FF:000117	NULL_TYPE
NP_214697.2	PTHR11614	NULL_TYPE
NP_214697.2	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_215487.1	PF02771	DOMAIN
NP_215487.1	PF00441	DOMAIN
NP_215487.1	G3DSA:2.40.110.10:FF:000002	NULL_TYPE
NP_215487.1	G3DSA:1.20.140.10:FF:000012	NULL_TYPE
NP_215487.1	PF02770	DOMAIN
NP_215487.1	G3DSA:1.10.540.10:FF:000028	NULL_TYPE
NP_215487.1	PTHR48083	NULL_TYPE
NP_215487.1	cd00567	NULL_TYPE
NP_215487.1	SSF56645	HOMOLOGOUS_SUPERFAMILY
NP_215487.1	SSF47203	HOMOLOGOUS_SUPERFAMILY
NP_217295.2	PF01037	DOMAIN
NP_217295.2	PF13412	NULL_TYPE
NP_217295.2	G3DSA:1.10.10.10:FF:000408	NULL_TYPE
NP_217295.2	G3DSA:3.30.70.920:FF:000020	NULL_TYPE
NP_217295.2	PTHR30154	NULL_TYPE
NP_217295.2	cd00090	DOMAIN
NP_217295.2	SSF54909	HOMOLOGOUS_SUPERFAMILY
NP_217295.2	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_216108.1	PF03583	FAMILY
NP_216108.1	PTHR34853	FAMILY
NP_216108.1	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_218439.1	PF01809	FAMILY
NP_218439.1	PTHR33383	FAMILY
YP_177801.1	PF00823	DOMAIN
YP_177801.1	PF12484	DOMAIN
YP_177801.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177801.1	PTHR46766	NULL_TYPE
YP_177801.1	SSF140459	NULL_TYPE
NP_217618.1	PF00005	DOMAIN
NP_217618.1	G3DSA:3.40.50.300:FF:000056	NULL_TYPE
NP_217618.1	PTHR24220	FAMILY
NP_217618.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_217306.3	PF02803	DOMAIN
NP_217306.3	G3DSA:3.40.47.10:FF:000016	NULL_TYPE
NP_217306.3	PF00108	DOMAIN
NP_217306.3	PTHR42870	NULL_TYPE
NP_217306.3	cd00829	NULL_TYPE
NP_217306.3	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_217306.3	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_215358.1	PF00676	DOMAIN
NP_215358.1	PTHR11516	NULL_TYPE
NP_215358.1	cd02000	NULL_TYPE
NP_215358.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_215559.1	PF13365	NULL_TYPE
NP_215559.1	PTHR43019	NULL_TYPE
NP_215559.1	SSF50494	HOMOLOGOUS_SUPERFAMILY
NP_217909.1	PF02353	NULL_TYPE
NP_217909.1	G3DSA:3.40.50.150:FF:000115	NULL_TYPE
NP_217909.1	PTHR43667	NULL_TYPE
NP_217909.1	cd02440	NULL_TYPE
NP_217909.1	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_218294.1	PF00107	DOMAIN
NP_218294.1	G3DSA:3.40.50.720:FF:000314	NULL_TYPE
NP_218294.1	PF08240	DOMAIN
NP_218294.1	PTHR48106	NULL_TYPE
NP_218294.1	cd05276	FAMILY
NP_218294.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_218294.1	SSF50129	HOMOLOGOUS_SUPERFAMILY
NP_216424.1	G3DSA:1.10.420.10:FF:000002	NULL_TYPE
NP_216424.1	PF00141	DOMAIN
NP_216424.1	G3DSA:1.10.520.10:FF:000002	NULL_TYPE
NP_216424.1	G3DSA:1.10.420.10:FF:000004	NULL_TYPE
NP_216424.1	PTHR30555	FAMILY
NP_216424.1	cd00649	NULL_TYPE
NP_216424.1	cd08200	NULL_TYPE
NP_216424.1	SSF48113	HOMOLOGOUS_SUPERFAMILY
NP_216424.1	SSF48113	HOMOLOGOUS_SUPERFAMILY
NP_217096.1	G3DSA:3.30.930.10:FF:000005	NULL_TYPE
NP_217096.1	PF13393	DOMAIN
NP_217096.1	PF03129	DOMAIN
NP_217096.1	PTHR43707	FAMILY
NP_217096.1	cd00773	DOMAIN
NP_217096.1	cd00859	DOMAIN
NP_217096.1	SSF52954	NULL_TYPE
NP_217096.1	SSF55681	HOMOLOGOUS_SUPERFAMILY
NP_217172.1	PF10888	FAMILY
NP_217580.1	PF07681	FAMILY
NP_217580.1	PTHR33452	NULL_TYPE
NP_214594.1	PF12900	FAMILY
NP_214594.1	SSF50475	NULL_TYPE
NP_216312.1	G3DSA:3.40.50.200:FF:000041	NULL_TYPE
NP_216312.1	PF00082	DOMAIN
NP_216312.1	G3DSA:3.40.50.200:FF:000034	NULL_TYPE
NP_216312.1	PTHR42884	NULL_TYPE
NP_216312.1	cd00306	NULL_TYPE
NP_216312.1	SSF52743	HOMOLOGOUS_SUPERFAMILY
NP_215471.1	G3DSA:3.40.50.170:FF:000008	NULL_TYPE
NP_215471.1	PF00551	DOMAIN
NP_215471.1	PTHR43369	NULL_TYPE
NP_215471.1	cd08645	FAMILY
NP_215471.1	SSF53328	HOMOLOGOUS_SUPERFAMILY
NP_216751.1	PF02104	FAMILY
NP_216751.1	PTHR23427	FAMILY
NP_216751.1	cd06662	FAMILY
NP_217755.1	PTHR31040	FAMILY
NP_216444.1	PF13561	NULL_TYPE
NP_216444.1	G3DSA:3.40.50.720:FF:000240	NULL_TYPE
NP_216444.1	PTHR42760	NULL_TYPE
NP_216444.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
YP_177712.1	PF00884	DOMAIN
YP_177712.1	PTHR45953	NULL_TYPE
YP_177712.1	cd16027	NULL_TYPE
YP_177712.1	SSF53649	HOMOLOGOUS_SUPERFAMILY
NP_217334.1	PF09659	FAMILY
NP_217334.1	cd09699	FAMILY
YP_009030031.1	PF17227	FAMILY
NP_218190.1	PF08534	DOMAIN
NP_218190.1	PTHR42852	NULL_TYPE
NP_218190.1	cd02966	NULL_TYPE
NP_218190.1	SSF52833	HOMOLOGOUS_SUPERFAMILY
YP_177777.1	PF13532	DOMAIN
YP_177777.1	G3DSA:2.60.120.590:FF:000011	NULL_TYPE
YP_177777.1	PTHR31212	FAMILY
YP_177777.1	SSF51197	NULL_TYPE
NP_216531.1	PF02720	DOMAIN
NP_216531.1	G3DSA:1.10.30.50:FF:000012	NULL_TYPE
NP_216531.1	PF01844	DOMAIN
NP_216531.1	cd00085	DOMAIN
NP_216652.1	PF02673	FAMILY
NP_216652.1	PTHR30622	FAMILY
NP_217403.1	PF01047	DOMAIN
NP_217403.1	PTHR33164	FAMILY
NP_217403.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_218111.1	PF01510	DOMAIN
NP_218111.1	SSF55846	HOMOLOGOUS_SUPERFAMILY
NP_217438.2	PF06470	DOMAIN
NP_217438.2	PF02463	DOMAIN
NP_217438.2	G3DSA:3.40.50.300:FF:000984	NULL_TYPE
NP_217438.2	G3DSA:3.40.50.300:FF:000901	NULL_TYPE
NP_217438.2	PTHR43977	NULL_TYPE
NP_217438.2	cd03278	NULL_TYPE
NP_217438.2	cd03278	NULL_TYPE
NP_217438.2	SSF75553	HOMOLOGOUS_SUPERFAMILY
NP_217438.2	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_218166.1	PF00270	DOMAIN
NP_218166.1	G3DSA:3.40.50.300:FF:001137	NULL_TYPE
NP_218166.1	PF09369	DOMAIN
NP_218166.1	PF00271	DOMAIN
NP_218166.1	PTHR47957	NULL_TYPE
NP_218166.1	cd18797	NULL_TYPE
NP_218166.1	cd17923	NULL_TYPE
NP_218166.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
YP_178026.1	PF12627	DOMAIN
YP_178026.1	PF01743	DOMAIN
YP_178026.1	G3DSA:1.10.3090.10:FF:000002	NULL_TYPE
YP_178026.1	G3DSA:3.30.460.10:FF:000034	NULL_TYPE
YP_178026.1	PF01966	DOMAIN
YP_178026.1	PTHR46173	NULL_TYPE
YP_178026.1	cd05398	DOMAIN
YP_178026.1	cd00077	DOMAIN
YP_178026.1	SSF81301	HOMOLOGOUS_SUPERFAMILY
YP_178026.1	SSF81891	NULL_TYPE
NP_214671.1	PF02233	DOMAIN
NP_214671.1	G3DSA:3.40.50.1220:FF:000002	NULL_TYPE
NP_214671.1	PTHR44758	NULL_TYPE
NP_214671.1	SSF52467	HOMOLOGOUS_SUPERFAMILY
NP_214767.1	G3DSA:2.102.10.10:FF:000002	NULL_TYPE
NP_214767.1	PF13806	DOMAIN
NP_214767.1	PTHR40562	FAMILY
NP_214767.1	cd03529	DOMAIN
NP_214767.1	SSF50022	HOMOLOGOUS_SUPERFAMILY
NP_215581.1	PF05995	FAMILY
NP_215581.1	PTHR12918	FAMILY
NP_215581.1	cd10548	NULL_TYPE
NP_215581.1	SSF51182	HOMOLOGOUS_SUPERFAMILY
NP_215314.1	PF04261	FAMILY
NP_215314.1	PTHR30521	FAMILY
NP_215314.1	SSF54909	HOMOLOGOUS_SUPERFAMILY
YP_177643.1	G3DSA:3.10.180.10:FF:000040	NULL_TYPE
YP_177643.1	PF13669	NULL_TYPE
YP_177643.1	PTHR43048	NULL_TYPE
YP_177643.1	cd07249	FAMILY
YP_177643.1	SSF54593	HOMOLOGOUS_SUPERFAMILY
YP_177848.1	G3DSA:1.20.5.320:FF:000004	NULL_TYPE
YP_177848.1	PF00393	DOMAIN
YP_177848.1	PF03446	DOMAIN
YP_177848.1	G3DSA:3.40.50.720:FF:000007	NULL_TYPE
YP_177848.1	G3DSA:1.10.1040.10:FF:000002	NULL_TYPE
YP_177848.1	PTHR11811	FAMILY
YP_177848.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
YP_177848.1	SSF48179	HOMOLOGOUS_SUPERFAMILY
NP_217143.1	PTHR13617	NULL_TYPE
NP_217143.1	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_216176.1	PF02797	DOMAIN
NP_216176.1	G3DSA:3.40.47.10:FF:000053	NULL_TYPE
NP_216176.1	PF00195	DOMAIN
NP_216176.1	G3DSA:3.40.47.10:FF:000014	NULL_TYPE
NP_216176.1	PTHR11877	FAMILY
NP_216176.1	cd00831	NULL_TYPE
NP_216176.1	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_214936.1	PF08543	DOMAIN
NP_214936.1	G3DSA:3.40.1190.20:FF:000003	NULL_TYPE
NP_214936.1	PTHR20858	NULL_TYPE
NP_214936.1	cd01169	DOMAIN
NP_214936.1	SSF53613	HOMOLOGOUS_SUPERFAMILY
NP_217186.1	G3DSA:3.40.50.300:FF:002494	NULL_TYPE
NP_217186.1	PF03969	FAMILY
NP_217186.1	PTHR12169	FAMILY
NP_217186.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_217820.1	G3DSA:3.50.50.60:FF:000054	NULL_TYPE
NP_217820.1	PF02852	DOMAIN
NP_217820.1	PF07992	DOMAIN
NP_217820.1	PTHR43014	NULL_TYPE
NP_217820.1	SSF51905	HOMOLOGOUS_SUPERFAMILY
NP_217820.1	SSF55424	HOMOLOGOUS_SUPERFAMILY
NP_218046.1	PF13469	NULL_TYPE
NP_218046.1	PTHR36451	NULL_TYPE
NP_218046.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
YP_177768.1	PF12849	DOMAIN
YP_177768.1	PTHR42996	NULL_TYPE
YP_177768.1	cd13565	NULL_TYPE
YP_177768.1	SSF53850	NULL_TYPE
NP_217066.1	PF01402	DOMAIN
NP_217066.1	cd21631	NULL_TYPE
NP_215864.1	G3DSA:2.40.30.10:FF:000162	NULL_TYPE
NP_215864.1	G3DSA:1.20.1560.10:FF:000177	NULL_TYPE
NP_215864.1	G3DSA:3.40.50.80:FF:000068	NULL_TYPE
NP_215864.1	PF00664	DOMAIN
NP_215864.1	PF04954	DOMAIN
NP_215864.1	G3DSA:3.40.50.300:FF:002355	NULL_TYPE
NP_215864.1	PF00005	DOMAIN
NP_215864.1	PF08021	DOMAIN
NP_215864.1	PTHR24221	FAMILY
NP_215864.1	cd06193	NULL_TYPE
NP_215864.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215864.1	SSF63380	HOMOLOGOUS_SUPERFAMILY
NP_215864.1	SSF90123	HOMOLOGOUS_SUPERFAMILY
NP_215574.1	PF13193	DOMAIN
NP_215574.1	PF00501	DOMAIN
NP_215574.1	G3DSA:3.30.300.30:FF:000008	NULL_TYPE
NP_215574.1	PTHR43767	NULL_TYPE
NP_215574.1	cd12119	NULL_TYPE
NP_215574.1	SSF56801	NULL_TYPE
NP_218403.1	PF00082	DOMAIN
NP_218403.1	PTHR42884	NULL_TYPE
NP_218403.1	SSF52743	HOMOLOGOUS_SUPERFAMILY
NP_217241.1	PF01926	DOMAIN
NP_217241.1	G3DSA:3.40.50.11060:FF:000001	NULL_TYPE
NP_217241.1	PF13167	DOMAIN
NP_217241.1	PF16360	DOMAIN
NP_217241.1	PTHR10229	FAMILY
NP_217241.1	cd01878	DOMAIN
NP_217241.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_218234.1	PF01520	DOMAIN
NP_218234.1	G3DSA:3.40.630.40:FF:000008	NULL_TYPE
NP_218234.1	PTHR30404	NULL_TYPE
NP_218234.1	cd02696	DOMAIN
NP_218234.1	SSF53187	NULL_TYPE
YP_177951.1	PF00483	DOMAIN
YP_177951.1	G3DSA:3.90.550.10:FF:000215	NULL_TYPE
YP_177951.1	G3DSA:2.160.10.10:FF:000024	NULL_TYPE
YP_177951.1	PTHR22572	NULL_TYPE
YP_177951.1	cd04181	NULL_TYPE
YP_177951.1	SSF53448	HOMOLOGOUS_SUPERFAMILY
NP_217155.1	PF02694	FAMILY
NP_217155.1	PTHR36116	FAMILY
NP_217155.1	SSF103481	NULL_TYPE
NP_217386.2	PF02670	DOMAIN
NP_217386.2	PF13288	DOMAIN
NP_217386.2	G3DSA:1.10.1740.10:FF:000024	NULL_TYPE
NP_217386.2	PF08436	DOMAIN
NP_217386.2	G3DSA:3.40.50.720:FF:000045	NULL_TYPE
NP_217386.2	PTHR30525	FAMILY
NP_217386.2	SSF55347	NULL_TYPE
NP_217386.2	SSF69055	HOMOLOGOUS_SUPERFAMILY
NP_217386.2	SSF51735	HOMOLOGOUS_SUPERFAMILY
YP_177787.3	PF00464	DOMAIN
YP_177787.3	G3DSA:3.40.640.10:FF:000001	NULL_TYPE
YP_177787.3	PTHR11680	FAMILY
YP_177787.3	cd00378	FAMILY
YP_177787.3	SSF53383	HOMOLOGOUS_SUPERFAMILY
NP_217463.1	PF02801	DOMAIN
NP_217463.1	PF16197	DOMAIN
NP_217463.1	G3DSA:3.40.47.10:FF:000019	NULL_TYPE
NP_217463.1	PF00109	DOMAIN
NP_217463.1	PTHR43775	NULL_TYPE
NP_217463.1	cd00833	NULL_TYPE
NP_217463.1	SSF101173	HOMOLOGOUS_SUPERFAMILY
NP_217463.1	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_215675.1	PF09594	FAMILY
NP_214749.1	PF06762	FAMILY
NP_214749.1	PTHR14463	FAMILY
NP_216446.1	PTHR43130	NULL_TYPE
NP_216446.1	SSF52317	HOMOLOGOUS_SUPERFAMILY
NP_216859.1	PF08278	DOMAIN
NP_216859.1	G3DSA:3.90.580.10:FF:000001	NULL_TYPE
NP_216859.1	G3DSA:3.90.980.10:FF:000001	NULL_TYPE
NP_216859.1	PF01807	DOMAIN
NP_216859.1	PF08275	DOMAIN
NP_216859.1	G3DSA:3.40.1360.10:FF:000004	NULL_TYPE
NP_216859.1	PF10410	DOMAIN
NP_216859.1	PF13662	DOMAIN
NP_216859.1	PTHR30313	NULL_TYPE
NP_216859.1	cd03364	DOMAIN
NP_216859.1	SSF57783	NULL_TYPE
NP_216859.1	SSF56731	NULL_TYPE
NP_215195.1	PF13305	DOMAIN
NP_215195.1	G3DSA:1.10.357.10:FF:000015	NULL_TYPE
NP_215195.1	PTHR30055	NULL_TYPE
NP_215195.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_215195.1	SSF48498	HOMOLOGOUS_SUPERFAMILY
NP_215001.1	PF10722	FAMILY
NP_215001.1	SSF69635	NULL_TYPE
NP_216965.1	G3DSA:3.40.50.720:FF:000413	NULL_TYPE
NP_216965.1	PF03435	DOMAIN
NP_216965.1	PTHR12286	NULL_TYPE
NP_216965.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_214929.1	G3DSA:3.30.9.10:FF:000003	NULL_TYPE
NP_214929.1	PF01266	DOMAIN
NP_214929.1	PTHR13847	NULL_TYPE
NP_214929.1	SSF51905	HOMOLOGOUS_SUPERFAMILY
YP_177710.1	G3DSA:1.10.287.850:FF:000002	NULL_TYPE
YP_177710.1	PF00934	DOMAIN
YP_177710.1	SSF140459	NULL_TYPE
NP_216328.1	PF07992	DOMAIN
NP_216328.1	PTHR42913	NULL_TYPE
NP_216328.1	SSF51905	HOMOLOGOUS_SUPERFAMILY
NP_216175.1	PF14698	DOMAIN
NP_216175.1	G3DSA:1.10.40.30:FF:000001	NULL_TYPE
NP_216175.1	PF00206	DOMAIN
NP_216175.1	G3DSA:1.20.200.10:FF:000015	NULL_TYPE
NP_216175.1	PTHR43814	FAMILY
NP_216175.1	cd01359	FAMILY
NP_216175.1	SSF48557	HOMOLOGOUS_SUPERFAMILY
NP_215972.1	PF02628	FAMILY
NP_215972.1	PTHR35457	NULL_TYPE
YP_177852.1	PF02470	DOMAIN
YP_177852.1	PF11887	DOMAIN
YP_177852.1	PTHR33371	NULL_TYPE
NP_216558.1	PF02136	DOMAIN
NP_216558.1	SSF54427	HOMOLOGOUS_SUPERFAMILY
NP_218193.1	G3DSA:1.10.10.10:FF:000019	NULL_TYPE
NP_218193.1	PF00027	DOMAIN
NP_218193.1	G3DSA:2.60.120.10:FF:000003	NULL_TYPE
NP_218193.1	PF13545	DOMAIN
NP_218193.1	PTHR24567	NULL_TYPE
NP_218193.1	cd00038	DOMAIN
NP_218193.1	SSF51206	HOMOLOGOUS_SUPERFAMILY
NP_218193.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_214979.1	PF06114	DOMAIN
NP_214979.1	PF01381	DOMAIN
NP_214979.1	G3DSA:1.10.260.40:FF:000025	NULL_TYPE
NP_214979.1	PF09856	DOMAIN
NP_214979.1	PTHR46797	NULL_TYPE
NP_214979.1	cd00093	DOMAIN
NP_214979.1	SSF47413	HOMOLOGOUS_SUPERFAMILY
NP_218339.1	PF08237	DOMAIN
NP_217310.1	PF17837	DOMAIN
NP_217310.1	PF01648	DOMAIN
NP_217310.1	PTHR38096	FAMILY
NP_217310.1	SSF56214	HOMOLOGOUS_SUPERFAMILY
NP_218127.1	G3DSA:1.20.58.760:FF:000002	NULL_TYPE
NP_218127.1	G3DSA:1.10.8.60:FF:000001	NULL_TYPE
NP_218127.1	PF17862	DOMAIN
NP_218127.1	PF01434	DOMAIN
NP_218127.1	G3DSA:3.40.50.300:FF:000001	NULL_TYPE
NP_218127.1	PF00004	DOMAIN
NP_218127.1	PTHR23076	NULL_TYPE
NP_218127.1	cd19501	NULL_TYPE
NP_218127.1	SSF140990	HOMOLOGOUS_SUPERFAMILY
NP_218127.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215136.2	PF05305	DOMAIN
NP_216331.1	SSF50494	HOMOLOGOUS_SUPERFAMILY
NP_218404.1	PF19053	DOMAIN
NP_218404.1	PF08817	FAMILY
NP_218404.1	G3DSA:3.10.20.90:FF:000271	NULL_TYPE
NP_218404.1	cd17039	NULL_TYPE
NP_217372.1	PF03824	FAMILY
NP_217372.1	PTHR31611	FAMILY
NP_215123.1	PF01850	DOMAIN
NP_215123.1	PTHR33653	NULL_TYPE
NP_215123.1	cd09871	NULL_TYPE
NP_215123.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_216819.1	PF04909	DOMAIN
NP_216819.1	G3DSA:3.20.20.140:FF:000094	NULL_TYPE
NP_216819.1	PTHR21240	FAMILY
NP_216819.1	SSF51556	HOMOLOGOUS_SUPERFAMILY
YP_177795.1	PF00823	DOMAIN
YP_177795.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177795.1	PF12484	DOMAIN
YP_177795.1	PTHR46766	NULL_TYPE
YP_177795.1	SSF140459	NULL_TYPE
NP_217914.1	PF00494	FAMILY
NP_217914.1	PTHR31480	NULL_TYPE
NP_217914.1	cd00683	DOMAIN
NP_217914.1	SSF48576	HOMOLOGOUS_SUPERFAMILY
NP_217550.1	PF00132	REPEAT
NP_217550.1	G3DSA:2.160.10.10:FF:000041	NULL_TYPE
NP_217550.1	PTHR43300	NULL_TYPE
NP_217550.1	cd04647	NULL_TYPE
NP_217550.1	SSF51161	HOMOLOGOUS_SUPERFAMILY
NP_217205.1	PF05958	FAMILY
NP_217205.1	PF01938	DOMAIN
NP_217205.1	PTHR11061	FAMILY
NP_217205.1	cd02440	NULL_TYPE
NP_217205.1	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_217205.1	SSF50249	HOMOLOGOUS_SUPERFAMILY
NP_217558.1	G3DSA:3.40.50.1000:FF:000041	NULL_TYPE
NP_217558.1	PF13740	NULL_TYPE
NP_217558.1	PF12710	NULL_TYPE
NP_217558.1	PTHR43344	NULL_TYPE
NP_217558.1	cd04870	NULL_TYPE
NP_217558.1	cd04871	NULL_TYPE
NP_217558.1	cd07500	NULL_TYPE
NP_217558.1	SSF55021	HOMOLOGOUS_SUPERFAMILY
NP_217558.1	SSF56784	HOMOLOGOUS_SUPERFAMILY
NP_215600.1	PF03190	DOMAIN
NP_215600.1	PTHR42899	FAMILY
NP_215600.1	cd02955	DOMAIN
NP_215600.1	SSF48208	HOMOLOGOUS_SUPERFAMILY
NP_215600.1	SSF52833	HOMOLOGOUS_SUPERFAMILY
NP_214798.1	G3DSA:3.40.50.300:FF:002817	NULL_TYPE
NP_214798.1	PF01580	DOMAIN
NP_214798.1	PTHR22683	NULL_TYPE
NP_214798.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_214798.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_214798.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_214541.1	PF10824	FAMILY
NP_217977.1	G3DSA:1.10.8.50:FF:000001	NULL_TYPE
NP_217977.1	G3DSA:4.10.910.10:FF:000001	NULL_TYPE
NP_217977.1	PF00416	FAMILY
NP_217977.1	PTHR10871	NULL_TYPE
NP_217977.1	SSF46946	HOMOLOGOUS_SUPERFAMILY
NP_217132.1	PF09348	DOMAIN
NP_217132.1	PTHR34202	NULL_TYPE
NP_218063.1	PF02803	DOMAIN
NP_218063.1	PF00108	DOMAIN
NP_218063.1	PTHR43365	NULL_TYPE
NP_218063.1	cd00751	FAMILY
NP_218063.1	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_218063.1	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_214534.1	PF12401	DOMAIN
NP_214534.1	G3DSA:2.60.200.20:FF:000013	NULL_TYPE
NP_214534.1	PF00498	DOMAIN
NP_214534.1	PTHR23308	NULL_TYPE
NP_214534.1	cd22668	NULL_TYPE
NP_214534.1	SSF49879	HOMOLOGOUS_SUPERFAMILY
NP_214917.1	PF05423	FAMILY
NP_215839.1	PF02803	DOMAIN
NP_215839.1	PF00108	DOMAIN
NP_215839.1	PTHR18919	NULL_TYPE
NP_215839.1	cd00751	FAMILY
NP_215839.1	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_215839.1	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_215383.1	G3DSA:3.10.20.30:FF:000043	NULL_TYPE
NP_215383.1	PF02597	FAMILY
NP_215383.1	PTHR33359	FAMILY
NP_215383.1	SSF54285	HOMOLOGOUS_SUPERFAMILY
NP_216776.1	PF00753	DOMAIN
NP_216776.1	PTHR46233	NULL_TYPE
NP_216776.1	cd06262	NULL_TYPE
NP_216776.1	SSF56281	HOMOLOGOUS_SUPERFAMILY
NP_218076.1	G3DSA:3.40.50.720:FF:000351	NULL_TYPE
NP_218076.1	PF13561	NULL_TYPE
NP_218076.1	PTHR42760	NULL_TYPE
NP_218076.1	cd05233	NULL_TYPE
NP_218076.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_216803.1	PF00999	DOMAIN
NP_216803.1	PTHR10110	FAMILY
NP_217318.1	PF10056	DOMAIN
NP_217318.1	PTHR38113	NULL_TYPE
NP_217021.1	PF00501	DOMAIN
NP_217021.1	G3DSA:3.30.300.30:FF:000008	NULL_TYPE
NP_217021.1	G3DSA:3.40.50.12780:FF:000003	NULL_TYPE
NP_217021.1	PF13193	DOMAIN
NP_217021.1	PTHR43201	NULL_TYPE
NP_217021.1	cd05917	NULL_TYPE
NP_217021.1	SSF56801	NULL_TYPE
NP_216849.1	PF07690	FAMILY
NP_216849.1	PTHR42718	NULL_TYPE
NP_216849.1	cd17321	NULL_TYPE
NP_216849.1	SSF103473	HOMOLOGOUS_SUPERFAMILY
NP_216505.1	PF08808	DOMAIN
NP_215432.1	PF02028	FAMILY
NP_215432.1	PTHR30047	FAMILY
NP_214906.1	G3DSA:3.50.50.100:FF:000011	NULL_TYPE
NP_214906.1	PF07992	DOMAIN
NP_214906.1	PTHR43706	FAMILY
NP_214906.1	SSF51905	HOMOLOGOUS_SUPERFAMILY
NP_214555.1	PF09334	DOMAIN
NP_214555.1	G3DSA:3.40.50.620:FF:000060	NULL_TYPE
NP_214555.1	G3DSA:3.40.50.620:FF:000239	NULL_TYPE
NP_214555.1	PF08264	DOMAIN
NP_214555.1	G3DSA:3.90.740.10:FF:000017	NULL_TYPE
NP_214555.1	G3DSA:1.10.730.10:FF:000011	NULL_TYPE
NP_214555.1	PF13603	DOMAIN
NP_214555.1	G3DSA:3.40.50.620:FF:000087	NULL_TYPE
NP_214555.1	PTHR43740	FAMILY
NP_214555.1	cd07958	NULL_TYPE
NP_214555.1	SSF47323	HOMOLOGOUS_SUPERFAMILY
NP_214555.1	SSF52374	NULL_TYPE
NP_214555.1	SSF50677	HOMOLOGOUS_SUPERFAMILY
NP_217311.1	PF00149	DOMAIN
NP_217311.1	PTHR36492	NULL_TYPE
NP_217311.1	cd00838	NULL_TYPE
NP_217311.1	SSF56300	HOMOLOGOUS_SUPERFAMILY
NP_215536.1	PF03461	DOMAIN
NP_215536.1	G3DSA:3.40.50.300:FF:000300	NULL_TYPE
NP_215536.1	PF00270	DOMAIN
NP_215536.1	PF00271	DOMAIN
NP_215536.1	G3DSA:3.30.2060.10:FF:000004	NULL_TYPE
NP_215536.1	G3DSA:3.90.1150.50:FF:000003	NULL_TYPE
NP_215536.1	G3DSA:3.40.50.300:FF:000546	NULL_TYPE
NP_215536.1	PF02559	DOMAIN
NP_215536.1	PF17757	DOMAIN
NP_215536.1	PTHR47964	FAMILY
NP_215536.1	cd18810	NULL_TYPE
NP_215536.1	cd17991	NULL_TYPE
NP_215536.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215536.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215536.1	SSF143517	HOMOLOGOUS_SUPERFAMILY
NP_215536.1	SSF141259	HOMOLOGOUS_SUPERFAMILY
NP_215536.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215536.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
