category	id_go	description_go
MOLECULAR_FUNCTION	GO:0004056	argininosuccinate lyase activity
MOLECULAR_FUNCTION	GO:0004057	arginyltransferase activity
MOLECULAR_FUNCTION	GO:0004061	arylformamidase activity
MOLECULAR_FUNCTION	GO:0004062	aryl sulfotransferase activity
MOLECULAR_FUNCTION	GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity
MOLECULAR_FUNCTION	GO:0004067	asparaginase activity
MOLECULAR_FUNCTION	GO:0004068	aspartate 1-decarboxylase activity
MOLECULAR_FUNCTION	GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity
MOLECULAR_FUNCTION	GO:0004071	aspartate-ammonia ligase activity
MOLECULAR_FUNCTION	GO:0004072	aspartate kinase activity
MOLECULAR_FUNCTION	GO:0004076	biotin synthase activity
MOLECULAR_FUNCTION	GO:0004077	biotin-[acetyl-CoA-carboxylase] ligase activity
MOLECULAR_FUNCTION	GO:0004084	branched-chain-amino-acid transaminase activity
MOLECULAR_FUNCTION	GO:0004089	carbonate dehydratase activity
MOLECULAR_FUNCTION	GO:0004096	catalase activity
MOLECULAR_FUNCTION	GO:0004107	chorismate synthase activity
MOLECULAR_FUNCTION	GO:0004108	citrate (Si)-synthase activity
MOLECULAR_FUNCTION	GO:0004109	coproporphyrinogen oxidase activity
MOLECULAR_FUNCTION	GO:0004111	creatine kinase activity
MOLECULAR_FUNCTION	GO:0004112	cyclic-nucleotide phosphodiesterase activity
MOLECULAR_FUNCTION	GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity
MOLECULAR_FUNCTION	GO:0004121	cystathionine beta-lyase activity
MOLECULAR_FUNCTION	GO:0004126	cytidine deaminase activity
MOLECULAR_FUNCTION	GO:0004127	cytidylate kinase activity
MOLECULAR_FUNCTION	GO:0004129	cytochrome-c oxidase activity
MOLECULAR_FUNCTION	GO:0004134	4-alpha-glucanotransferase activity
MOLECULAR_FUNCTION	GO:0004139	deoxyribose-phosphate aldolase activity
MOLECULAR_FUNCTION	GO:0004140	dephospho-CoA kinase activity
MOLECULAR_FUNCTION	GO:0004141	dethiobiotin synthase activity
MOLECULAR_FUNCTION	GO:0004143	diacylglycerol kinase activity
MOLECULAR_FUNCTION	GO:0004144	diacylglycerol O-acyltransferase activity
MOLECULAR_FUNCTION	GO:0004146	dihydrofolate reductase activity
MOLECULAR_FUNCTION	GO:0004150	dihydroneopterin aldolase activity
MOLECULAR_FUNCTION	GO:0004151	dihydroorotase activity
MOLECULAR_FUNCTION	GO:0004152	dihydroorotate dehydrogenase activity
MOLECULAR_FUNCTION	GO:0004156	dihydropteroate synthase activity
MOLECULAR_FUNCTION	GO:0004170	dUTP diphosphatase activity
MOLECULAR_FUNCTION	GO:0004174	electron-transferring-flavoprotein dehydrogenase activity
MOLECULAR_FUNCTION	GO:0004175	endopeptidase activity
MOLECULAR_FUNCTION	GO:0004176	ATP-dependent peptidase activity
MOLECULAR_FUNCTION	GO:0004177	aminopeptidase activity
MOLECULAR_FUNCTION	GO:0004180	carboxypeptidase activity
MOLECULAR_FUNCTION	GO:0004181	metallocarboxypeptidase activity
MOLECULAR_FUNCTION	GO:0004185	serine-type carboxypeptidase activity
MOLECULAR_FUNCTION	GO:0004190	aspartic-type endopeptidase activity
MOLECULAR_FUNCTION	GO:0004222	metalloendopeptidase activity
MOLECULAR_FUNCTION	GO:0004252	serine-type endopeptidase activity
MOLECULAR_FUNCTION	GO:0004298	threonine-type endopeptidase activity
MOLECULAR_FUNCTION	GO:0004308	exo-alpha-sialidase activity
MOLECULAR_FUNCTION	GO:0004311	farnesyltranstransferase activity
MOLECULAR_FUNCTION	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity
MOLECULAR_FUNCTION	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity
MOLECULAR_FUNCTION	GO:0004324	ferredoxin-NADP+ reductase activity
MOLECULAR_FUNCTION	GO:0004325	ferrochelatase activity
MOLECULAR_FUNCTION	GO:0004326	tetrahydrofolylpolyglutamate synthase activity
MOLECULAR_FUNCTION	GO:0004329	formate-tetrahydrofolate ligase activity
MOLECULAR_FUNCTION	GO:0004332	fructose-bisphosphate aldolase activity
MOLECULAR_FUNCTION	GO:0004333	fumarate hydratase activity
MOLECULAR_FUNCTION	GO:0004334	fumarylacetoacetase activity
MOLECULAR_FUNCTION	GO:0004340	glucokinase activity
MOLECULAR_FUNCTION	GO:0004342	glucosamine-6-phosphate deaminase activity
MOLECULAR_FUNCTION	GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity
MOLECULAR_FUNCTION	GO:0004345	glucose-6-phosphate dehydrogenase activity
MOLECULAR_FUNCTION	GO:0004347	glucose-6-phosphate isomerase activity
MOLECULAR_FUNCTION	GO:0004348	glucosylceramidase activity
MOLECULAR_FUNCTION	GO:0004350	glutamate-5-semialdehyde dehydrogenase activity
MOLECULAR_FUNCTION	GO:0004351	glutamate decarboxylase activity
MOLECULAR_FUNCTION	GO:0004352	glutamate dehydrogenase (NAD+) activity
MOLECULAR_FUNCTION	GO:0004356	glutamate-ammonia ligase activity
MOLECULAR_FUNCTION	GO:0004357	glutamate-cysteine ligase activity
MOLECULAR_FUNCTION	GO:0004358	glutamate N-acetyltransferase activity
MOLECULAR_FUNCTION	GO:0004359	glutaminase activity
MOLECULAR_FUNCTION	GO:0004363	glutathione synthase activity
MOLECULAR_FUNCTION	GO:0004364	glutathione transferase activity
MOLECULAR_FUNCTION	GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity
MOLECULAR_FUNCTION	GO:0004371	glycerone kinase activity
MOLECULAR_FUNCTION	GO:0004372	glycine hydroxymethyltransferase activity
MOLECULAR_FUNCTION	GO:0004375	glycine dehydrogenase (decarboxylating) activity
MOLECULAR_FUNCTION	GO:0004386	helicase activity
MOLECULAR_FUNCTION	GO:0004392	heme oxygenase (decyclizing) activity
MOLECULAR_FUNCTION	GO:0004401	histidinol-phosphatase activity
MOLECULAR_FUNCTION	GO:0004411	homogentisate 1,2-dioxygenase activity
MOLECULAR_FUNCTION	GO:0004412	homoserine dehydrogenase activity
MOLECULAR_FUNCTION	GO:0004413	homoserine kinase activity
MOLECULAR_FUNCTION	GO:0004417	hydroxyethylthiazole kinase activity
MOLECULAR_FUNCTION	GO:0004418	hydroxymethylbilane synthase activity
MOLECULAR_FUNCTION	GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity
MOLECULAR_FUNCTION	GO:0004421	hydroxymethylglutaryl-CoA synthase activity
MOLECULAR_FUNCTION	GO:0004424	imidazoleglycerol-phosphate dehydratase activity
MOLECULAR_FUNCTION	GO:0004425	indole-3-glycerol-phosphate synthase activity
MOLECULAR_FUNCTION	GO:0004427	inorganic diphosphate phosphatase activity
MOLECULAR_FUNCTION	GO:0004450	isocitrate dehydrogenase (NADP+) activity
MOLECULAR_FUNCTION	GO:0004451	isocitrate lyase activity
MOLECULAR_FUNCTION	GO:0004452	isopentenyl-diphosphate delta-isomerase activity
MOLECULAR_FUNCTION	GO:0004455	ketol-acid reductoisomerase activity
MOLECULAR_FUNCTION	GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity
MOLECULAR_FUNCTION	GO:0004474	malate synthase activity
MOLECULAR_FUNCTION	GO:0004476	mannose-6-phosphate isomerase activity
MOLECULAR_FUNCTION	GO:0004478	methionine adenosyltransferase activity
MOLECULAR_FUNCTION	GO:0004479	methionyl-tRNA formyltransferase activity
MOLECULAR_FUNCTION	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity
MOLECULAR_FUNCTION	GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity
MOLECULAR_FUNCTION	GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating) activity
MOLECULAR_FUNCTION	GO:0004496	mevalonate kinase activity
MOLECULAR_FUNCTION	GO:0004497	monooxygenase activity
MOLECULAR_FUNCTION	GO:0004499	N,N-dimethylaniline monooxygenase activity
MOLECULAR_FUNCTION	GO:0004505	phenylalanine 4-monooxygenase activity
MOLECULAR_FUNCTION	GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity
MOLECULAR_FUNCTION	GO:0004516	nicotinate phosphoribosyltransferase activity
MOLECULAR_FUNCTION	GO:0004517	nitric-oxide synthase activity
MOLECULAR_FUNCTION	GO:0004518	nuclease activity
MOLECULAR_FUNCTION	GO:0004519	endonuclease activity
MOLECULAR_FUNCTION	GO:0004520	endodeoxyribonuclease activity
MOLECULAR_FUNCTION	GO:0004521	endoribonuclease activity
MOLECULAR_FUNCTION	GO:0004523	RNA-DNA hybrid ribonuclease activity
MOLECULAR_FUNCTION	GO:0004525	ribonuclease III activity
MOLECULAR_FUNCTION	GO:0004526	ribonuclease P activity
MOLECULAR_FUNCTION	GO:0004540	ribonuclease activity
MOLECULAR_FUNCTION	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
MOLECULAR_FUNCTION	GO:0004555	alpha,alpha-trehalase activity
MOLECULAR_FUNCTION	GO:0004559	alpha-mannosidase activity
MOLECULAR_FUNCTION	GO:0004565	beta-galactosidase activity
MOLECULAR_FUNCTION	GO:0004568	chitinase activity
MOLECULAR_FUNCTION	GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity
MOLECULAR_FUNCTION	GO:0004590	orotidine-5'-phosphate decarboxylase activity
MOLECULAR_FUNCTION	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity
MOLECULAR_FUNCTION	GO:0004592	pantoate-beta-alanine ligase activity
MOLECULAR_FUNCTION	GO:0004594	pantothenate kinase activity
MOLECULAR_FUNCTION	GO:0004595	pantetheine-phosphate adenylyltransferase activity
MOLECULAR_FUNCTION	GO:0004601	peroxidase activity
MOLECULAR_FUNCTION	GO:0004602	glutathione peroxidase activity
MOLECULAR_FUNCTION	GO:0004609	phosphatidylserine decarboxylase activity
MOLECULAR_FUNCTION	GO:0004611	phosphoenolpyruvate carboxykinase activity
MOLECULAR_FUNCTION	GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity
MOLECULAR_FUNCTION	GO:0004614	phosphoglucomutase activity
MOLECULAR_FUNCTION	GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity
MOLECULAR_FUNCTION	GO:0004618	phosphoglycerate kinase activity
MOLECULAR_FUNCTION	GO:0004619	phosphoglycerate mutase activity
MOLECULAR_FUNCTION	GO:0004620	phospholipase activity
MOLECULAR_FUNCTION	GO:0004629	phospholipase C activity
MOLECULAR_FUNCTION	GO:0004634	phosphopyruvate hydratase activity
MOLECULAR_FUNCTION	GO:0004635	phosphoribosyl-AMP cyclohydrolase activity
MOLECULAR_FUNCTION	GO:0004636	phosphoribosyl-ATP diphosphatase activity
MOLECULAR_FUNCTION	GO:0004637	phosphoribosylamine-glycine ligase activity
MOLECULAR_FUNCTION	GO:0004640	phosphoribosylanthranilate isomerase activity
MOLECULAR_FUNCTION	GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity
MOLECULAR_FUNCTION	GO:0004642	phosphoribosylformylglycinamidine synthase activity
MOLECULAR_FUNCTION	GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
MOLECULAR_FUNCTION	GO:0004644	phosphoribosylglycinamide formyltransferase activity
MOLECULAR_FUNCTION	GO:0004645	1,4-alpha-oligoglucan phosphorylase activity
MOLECULAR_FUNCTION	GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
MOLECULAR_FUNCTION	GO:0004654	polyribonucleotide nucleotidyltransferase activity
MOLECULAR_FUNCTION	GO:0004655	porphobilinogen synthase activity
MOLECULAR_FUNCTION	GO:0004657	proline dehydrogenase activity
MOLECULAR_FUNCTION	GO:0004658	propionyl-CoA carboxylase activity
MOLECULAR_FUNCTION	GO:0004659	prenyltransferase activity
MOLECULAR_FUNCTION	GO:0004664	prephenate dehydratase activity
MOLECULAR_FUNCTION	GO:0004668	protein-arginine deiminase activity
MOLECULAR_FUNCTION	GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
MOLECULAR_FUNCTION	GO:0004672	protein kinase activity
MOLECULAR_FUNCTION	GO:0004673	protein histidine kinase activity
MOLECULAR_FUNCTION	GO:0004674	protein serine/threonine kinase activity
MOLECULAR_FUNCTION	GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
MOLECULAR_FUNCTION	GO:0004721	phosphoprotein phosphatase activity
MOLECULAR_FUNCTION	GO:0004722	protein serine/threonine phosphatase activity
MOLECULAR_FUNCTION	GO:0004725	protein tyrosine phosphatase activity
MOLECULAR_FUNCTION	GO:0004730	pseudouridylate synthase activity
MOLECULAR_FUNCTION	GO:0004731	purine-nucleoside phosphorylase activity
MOLECULAR_FUNCTION	GO:0004733	pyridoxamine-phosphate oxidase activity
MOLECULAR_FUNCTION	GO:0004736	pyruvate carboxylase activity
MOLECULAR_FUNCTION	GO:0004743	pyruvate kinase activity
MOLECULAR_FUNCTION	GO:0004747	ribokinase activity
MOLECULAR_FUNCTION	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
MOLECULAR_FUNCTION	GO:0004749	ribose phosphate diphosphokinase activity
MOLECULAR_FUNCTION	GO:0004751	ribose-5-phosphate isomerase activity
MOLECULAR_FUNCTION	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity
MOLECULAR_FUNCTION	GO:0004781	sulfate adenylyltransferase (ATP) activity
MOLECULAR_FUNCTION	GO:0004784	superoxide dismutase activity
MOLECULAR_FUNCTION	GO:0004787	thiamine diphosphate phosphatase activity
MOLECULAR_FUNCTION	GO:0004788	thiamine diphosphokinase activity
MOLECULAR_FUNCTION	GO:0004792	thiosulfate sulfurtransferase activity
MOLECULAR_FUNCTION	GO:0004797	thymidine kinase activity
MOLECULAR_FUNCTION	GO:0004801	transaldolase activity
MOLECULAR_FUNCTION	GO:0004803	transposase activity
MOLECULAR_FUNCTION	GO:0004805	trehalose-phosphatase activity
MOLECULAR_FUNCTION	GO:0004806	triglyceride lipase activity
MOLECULAR_FUNCTION	GO:0004807	triose-phosphate isomerase activity
MOLECULAR_FUNCTION	GO:0004810	CCA tRNA nucleotidyltransferase activity
MOLECULAR_FUNCTION	GO:0004812	aminoacyl-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004813	alanine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004814	arginine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004817	cysteine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004820	glycine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004822	isoleucine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004823	leucine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004824	lysine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004825	methionine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004826	phenylalanine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004828	serine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004830	tryptophan-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004831	tyrosine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004832	valine-tRNA ligase activity
MOLECULAR_FUNCTION	GO:0004833	tryptophan 2,3-dioxygenase activity
MOLECULAR_FUNCTION	GO:0004834	tryptophan synthase activity
MOLECULAR_FUNCTION	GO:0004842	ubiquitin-protein transferase activity
MOLECULAR_FUNCTION	GO:0004844	uracil DNA N-glycosylase activity
MOLECULAR_FUNCTION	GO:0004852	uroporphyrinogen-III synthase activity
MOLECULAR_FUNCTION	GO:0004853	uroporphyrinogen decarboxylase activity
MOLECULAR_FUNCTION	GO:0004866	endopeptidase inhibitor activity
MOLECULAR_FUNCTION	GO:0004867	serine-type endopeptidase inhibitor activity
MOLECULAR_FUNCTION	GO:0005085	guanyl-nucleotide exchange factor activity
MOLECULAR_FUNCTION	GO:0005096	GTPase activator activity
MOLECULAR_FUNCTION	GO:0005198	structural molecule activity
MOLECULAR_FUNCTION	GO:0005216	monoatomic ion channel activity
MOLECULAR_FUNCTION	GO:0005247	voltage-gated chloride channel activity
MOLECULAR_FUNCTION	GO:0005253	monoatomic anion channel activity
MOLECULAR_FUNCTION	GO:0005254	chloride channel activity
MOLECULAR_FUNCTION	GO:0005283	amino acid:sodium symporter activity
MOLECULAR_FUNCTION	GO:0005298	proline:sodium symporter activity
MOLECULAR_FUNCTION	GO:0005315	inorganic phosphate transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0005337	nucleoside transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0005344	oxygen carrier activity
MOLECULAR_FUNCTION	GO:0005351	carbohydrate:proton symporter activity
MOLECULAR_FUNCTION	GO:0005381	iron ion transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0005384	manganese ion transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0005436	sodium:phosphate symporter activity
MOLECULAR_FUNCTION	GO:0005451	obsolete monoatomic cation:proton antiporter activity
MOLECULAR_FUNCTION	GO:0005506	iron ion binding
MOLECULAR_FUNCTION	GO:0005507	copper ion binding
MOLECULAR_FUNCTION	GO:0005509	calcium ion binding
MOLECULAR_FUNCTION	GO:0005515	protein binding
MOLECULAR_FUNCTION	GO:0005524	ATP binding
MOLECULAR_FUNCTION	GO:0005525	GTP binding
MOLECULAR_FUNCTION	GO:0005536	glucose binding
MOLECULAR_FUNCTION	GO:0008047	enzyme activator activity
MOLECULAR_FUNCTION	GO:0008080	N-acetyltransferase activity
MOLECULAR_FUNCTION	GO:0008081	phosphoric diester hydrolase activity
MOLECULAR_FUNCTION	GO:0008097	5S rRNA binding
MOLECULAR_FUNCTION	GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
MOLECULAR_FUNCTION	GO:0008113	peptide-methionine (S)-S-oxide reductase activity
MOLECULAR_FUNCTION	GO:0008115	sarcosine oxidase activity
MOLECULAR_FUNCTION	GO:0008121	ubiquinol-cytochrome-c reductase activity
MOLECULAR_FUNCTION	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
MOLECULAR_FUNCTION	GO:0008131	primary amine oxidase activity
MOLECULAR_FUNCTION	GO:0008134	transcription factor binding
MOLECULAR_FUNCTION	GO:0008137	NADH dehydrogenase (ubiquinone) activity
MOLECULAR_FUNCTION	GO:0008138	protein tyrosine/serine/threonine phosphatase activity
MOLECULAR_FUNCTION	GO:0008146	sulfotransferase activity
MOLECULAR_FUNCTION	GO:0008168	methyltransferase activity
MOLECULAR_FUNCTION	GO:0008170	N-methyltransferase activity
MOLECULAR_FUNCTION	GO:0008171	O-methyltransferase activity
MOLECULAR_FUNCTION	GO:0008173	RNA methyltransferase activity
MOLECULAR_FUNCTION	GO:0008176	tRNA (guanine-N7-)-methyltransferase activity
MOLECULAR_FUNCTION	GO:0008184	glycogen phosphorylase activity
MOLECULAR_FUNCTION	GO:0008186	ATP-dependent activity, acting on RNA
MOLECULAR_FUNCTION	GO:0008194	UDP-glycosyltransferase activity
MOLECULAR_FUNCTION	GO:0008198	ferrous iron binding
MOLECULAR_FUNCTION	GO:0008199	ferric iron binding
MOLECULAR_FUNCTION	GO:0008233	peptidase activity
MOLECULAR_FUNCTION	GO:0008234	cysteine-type peptidase activity
MOLECULAR_FUNCTION	GO:0008235	metalloexopeptidase activity
MOLECULAR_FUNCTION	GO:0008236	serine-type peptidase activity
MOLECULAR_FUNCTION	GO:0008237	metallopeptidase activity
MOLECULAR_FUNCTION	GO:0008239	dipeptidyl-peptidase activity
MOLECULAR_FUNCTION	GO:0008251	tRNA-specific adenosine deaminase activity
MOLECULAR_FUNCTION	GO:0008252	nucleotidase activity
MOLECULAR_FUNCTION	GO:0008253	5'-nucleotidase activity
MOLECULAR_FUNCTION	GO:0008270	zinc ion binding
MOLECULAR_FUNCTION	GO:0008276	protein methyltransferase activity
MOLECULAR_FUNCTION	GO:0008289	lipid binding
MOLECULAR_FUNCTION	GO:0008294	calcium- and calmodulin-responsive adenylate cyclase activity
MOLECULAR_FUNCTION	GO:0008312	7S RNA binding
MOLECULAR_FUNCTION	GO:0008320	protein transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0008324	monoatomic cation transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0008374	O-acyltransferase activity
MOLECULAR_FUNCTION	GO:0008379	thioredoxin peroxidase activity
MOLECULAR_FUNCTION	GO:0008381	mechanosensitive monoatomic ion channel activity
MOLECULAR_FUNCTION	GO:0008408	3'-5' exonuclease activity
MOLECULAR_FUNCTION	GO:0008410	CoA-transferase activity
MOLECULAR_FUNCTION	GO:0008417	fucosyltransferase activity
MOLECULAR_FUNCTION	GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
MOLECULAR_FUNCTION	GO:0008446	GDP-mannose 4,6-dehydratase activity
MOLECULAR_FUNCTION	GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity
MOLECULAR_FUNCTION	GO:0008452	RNA ligase activity
MOLECULAR_FUNCTION	GO:0008460	dTDP-glucose 4,6-dehydratase activity
MOLECULAR_FUNCTION	GO:0008478	pyridoxal kinase activity
MOLECULAR_FUNCTION	GO:0008483	transaminase activity
MOLECULAR_FUNCTION	GO:0008484	sulfuric ester hydrolase activity
MOLECULAR_FUNCTION	GO:0008488	gamma-glutamyl carboxylase activity
MOLECULAR_FUNCTION	GO:0008495	protoheme IX farnesyltransferase activity
MOLECULAR_FUNCTION	GO:0008514	organic anion transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0008519	ammonium transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0008521	acetyl-CoA transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0008531	riboflavin kinase activity
MOLECULAR_FUNCTION	GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
MOLECULAR_FUNCTION	GO:0008556	P-type potassium transmembrane transporter activity
MOLECULAR_FUNCTION	GO:0008609	alkylglycerone-phosphate synthase activity
MOLECULAR_FUNCTION	GO:0008641	ubiquitin-like modifier activating enzyme activity
MOLECULAR_FUNCTION	GO:0008649	rRNA methyltransferase activity
MOLECULAR_FUNCTION	GO:0008657	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity
MOLECULAR_FUNCTION	GO:0008658	penicillin binding
MOLECULAR_FUNCTION	GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity
MOLECULAR_FUNCTION	GO:0008664	2'-5'-RNA ligase activity
MOLECULAR_FUNCTION	GO:0008667	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity
MOLECULAR_FUNCTION	GO:0008670	2,4-dienoyl-CoA reductase (NADPH) activity
MOLECULAR_FUNCTION	GO:0008671	2-dehydro-3-deoxygalactonokinase activity
MOLECULAR_FUNCTION	GO:0008676	3-deoxy-8-phosphooctulonate synthase activity
MOLECULAR_FUNCTION	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
MOLECULAR_FUNCTION	GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
MOLECULAR_FUNCTION	GO:0008687	3,4-dihydroxyphenylacetate 2,3-dioxygenase activity
MOLECULAR_FUNCTION	GO:0008690	3-deoxy-manno-octulosonate cytidylyltransferase activity
MOLECULAR_FUNCTION	GO:0008693	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity
MOLECULAR_FUNCTION	GO:0008696	4-amino-4-deoxychorismate lyase activity
MOLECULAR_FUNCTION	GO:0008697	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity
MOLECULAR_FUNCTION	GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
MOLECULAR_FUNCTION	GO:0008704	5-carboxymethyl-2-hydroxymuconate delta-isomerase activity
MOLECULAR_FUNCTION	GO:0008705	methionine synthase activity
MOLECULAR_FUNCTION	GO:0008712	ADP-glyceromanno-heptose 6-epimerase activity
MOLECULAR_FUNCTION	GO:0008714	AMP nucleosidase activity
MOLECULAR_FUNCTION	GO:0008715	CDP-diacylglycerol diphosphatase activity
MOLECULAR_FUNCTION	GO:0008716	D-alanine-D-alanine ligase activity
MOLECULAR_FUNCTION	GO:0008725	DNA-3-methyladenine glycosylase activity
MOLECULAR_FUNCTION	GO:0008727	GDP-mannose mannosyl hydrolase activity
MOLECULAR_FUNCTION	GO:0008733	L-arabinose isomerase activity
MOLECULAR_FUNCTION	GO:0008734	L-aspartate oxidase activity
MOLECULAR_FUNCTION	GO:0008736	L-fucose isomerase activity
MOLECULAR_FUNCTION	GO:0008740	L-rhamnose isomerase activity
MOLECULAR_FUNCTION	GO:0008741	ribulokinase activity
MOLECULAR_FUNCTION	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
MOLECULAR_FUNCTION	GO:0008747	N-acetylneuraminate lyase activity
MOLECULAR_FUNCTION	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
MOLECULAR_FUNCTION	GO:0008759	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity
MOLECULAR_FUNCTION	GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
MOLECULAR_FUNCTION	GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity
MOLECULAR_FUNCTION	GO:0008762	UDP-N-acetylmuramate dehydrogenase activity
MOLECULAR_FUNCTION	GO:0008764	UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
MOLECULAR_FUNCTION	GO:0008767	UDP-galactopyranose mutase activity
MOLECULAR_FUNCTION	GO:0008770	[acyl-carrier-protein] phosphodiesterase activity
MOLECULAR_FUNCTION	GO:0008771	[citrate (pro-3S)-lyase] ligase activity
MOLECULAR_FUNCTION	GO:0008772	[isocitrate dehydrogenase (NADP+)] kinase activity
MOLECULAR_FUNCTION	GO:0008773	[protein-PII] uridylyltransferase activity
MOLECULAR_FUNCTION	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity
MOLECULAR_FUNCTION	GO:0008775	acetate CoA-transferase activity
MOLECULAR_FUNCTION	GO:0008780	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity
MOLECULAR_FUNCTION	GO:0008791	arginine N-succinyltransferase activity
MOLECULAR_FUNCTION	GO:0008792	arginine decarboxylase activity
MOLECULAR_FUNCTION	GO:0008794	arsenate reductase (glutaredoxin) activity
MOLECULAR_FUNCTION	GO:0008798	beta-aspartyl-peptidase activity
MOLECULAR_FUNCTION	GO:0008800	beta-lactamase activity
MOLECULAR_FUNCTION	GO:0008801	beta-phosphoglucomutase activity
MOLECULAR_FUNCTION	GO:0008803	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity
MOLECULAR_FUNCTION	GO:0008804	carbamate kinase activity
MOLECULAR_FUNCTION	GO:0008813	chorismate lyase activity
MOLECULAR_FUNCTION	GO:0008814	citrate CoA-transferase activity
MOLECULAR_FUNCTION	GO:0008817	corrinoid adenosyltransferase activity
MOLECULAR_FUNCTION	GO:0008818	cobalamin 5'-phosphate synthase activity
MOLECULAR_FUNCTION	GO:0008824	cyanate hydratase activity
MOLECULAR_FUNCTION	GO:0008829	dCTP deaminase activity
MOLECULAR_FUNCTION	GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity
MOLECULAR_FUNCTION	GO:0008836	diaminopimelate decarboxylase activity
MOLECULAR_FUNCTION	GO:0008837	diaminopimelate epimerase activity
MOLECULAR_FUNCTION	GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase
MOLECULAR_FUNCTION	GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity
MOLECULAR_FUNCTION	GO:0008849	enterochelin esterase activity
